Time,Demand,Temperature,Date,Holiday
2013-01-07T05:00:00Z,7082.257076,28.7,2013-01-07,False
2013-01-07T05:30:00Z,7230.715366,29.3,2013-01-07,False
2013-01-07T06:00:00Z,7278.484232,28.7,2013-01-07,False
2013-01-07T06:30:00Z,7238.275252,28.0,2013-01-07,False
2013-01-07T07:00:00Z,7054.848486,27.6,2013-01-07,False
2013-01-17T03:00:00Z,7095.9701,38.5,2013-01-17,False
2013-01-17T03:30:00Z,7236.99186,37.6,2013-01-17,False
2013-01-17T04:00:00Z,7378.547082,38.6,2013-01-17,False
2013-01-17T04:30:00Z,7567.023246,39.4,2013-01-17,False
2013-01-17T05:00:00Z,7750.33817,40.2,2013-01-17,False
2013-01-17T05:30:00Z,7936.064102,40.4,2013-01-17,False
2013-01-17T06:00:00Z,8013.518926,39.0,2013-01-17,False
2013-01-17T06:30:00Z,8095.119654,40.1,2013-01-17,False
2013-01-17T07:00:00Z,8015.054818,40.2,2013-01-17,False
2013-01-17T07:30:00Z,7988.308764,39.6,2013-01-17,False
2013-01-17T08:00:00Z,7867.67697,39.7,2013-01-17,False
2013-01-17T08:30:00Z,7741.831622,39.4,2013-01-17,False
2013-01-17T09:00:00Z,7534.152268,38.8,2013-01-17,False
2013-01-17T09:30:00Z,7335.55437,38.4,2013-01-17,False
2013-01-17T10:00:00Z,7153.683764,37.2,2013-01-17,False
2013-01-24T04:30:00Z,7082.65744,34.1,2013-01-24,False
2013-01-24T05:00:00Z,7190.615292,34.5,2013-01-24,False
2013-01-24T05:30:00Z,7298.810104,35.1,2013-01-24,False
2013-01-24T06:00:00Z,7371.05179,36.0,2013-01-24,False
2013-01-24T06:30:00Z,7433.841384,35.8,2013-01-24,False
2013-01-24T07:00:00Z,7297.855078,35.6,2013-01-24,False
2013-01-24T07:30:00Z,7221.582388,34.4,2013-01-24,False
2013-01-24T08:00:00Z,7056.086964,34.5,2013-01-24,False
2013-02-06T03:30:00Z,7116.738964,35.1,2013-02-06,False
2013-02-06T04:00:00Z,7213.19879,35.7,2013-02-06,False
2013-02-06T04:30:00Z,7393.283356,35.2,2013-02-06,False
2013-02-06T05:00:00Z,7596.695994,35.5,2013-02-06,False
2013-02-06T05:30:00Z,7736.072738,36.1,2013-02-06,False
2013-02-06T06:00:00Z,7750.664364,35.8,2013-02-06,False
2013-02-06T06:30:00Z,7679.430378,36.9,2013-02-06,False
2013-02-06T07:00:00Z,7469.672484,35.9,2013-02-06,False
2013-02-06T07:30:00Z,7319.517624,35.7,2013-02-06,False
2013-02-06T08:00:00Z,7141.124896,35.5,2013-02-06,False
2013-02-07T04:30:00Z,7069.994112,30.0,2013-02-07,False
2013-02-07T05:00:00Z,7209.261398,28.4,2013-02-07,False
2013-02-07T05:30:00Z,7259.589022,26.2,2013-02-07,False
2013-02-07T06:00:00Z,7221.55376,27.7,2013-02-07,False
2013-02-07T06:30:00Z,7125.676266,27.4,2013-02-07,False
2013-02-14T04:30:00Z,7081.696276,32.5,2013-02-14,False
2013-02-14T05:00:00Z,7139.374184,32.5,2013-02-14,False
2013-02-14T05:30:00Z,7105.20446,31.7,2013-02-14,False
2013-02-15T05:30:00Z,7061.480012,29.7,2013-02-15,False
2013-02-15T06:00:00Z,7053.969828,29.2,2013-02-15,False
2013-02-15T06:30:00Z,7023.048048,31.1,2013-02-15,False
2013-02-18T01:00:00Z,7038.36828,30.7,2013-02-18,False
2013-02-18T01:30:00Z,7227.928842,32.1,2013-02-18,False
2013-02-18T02:00:00Z,7396.886218,31.7,2013-02-18,False
2013-02-18T02:30:00Z,7593.990416,32.5,2013-02-18,False
2013-02-18T03:00:00Z,7758.58758,33.9,2013-02-18,False
2013-02-18T03:30:00Z,7884.469202,34.3,2013-02-18,False
2013-02-18T04:00:00Z,7959.800462,35.1,2013-02-18,False
2013-02-18T04:30:00Z,8088.159624,35.2,2013-02-18,False
2013-02-18T05:00:00Z,8321.93897,35.3,2013-02-18,False
2013-02-18T05:30:00Z,8443.370486,36.4,2013-02-18,False
2013-02-18T06:00:00Z,8429.908534,35.4,2013-02-18,False
2013-02-18T06:30:00Z,8365.499606,35.5,2013-02-18,False
2013-02-18T07:00:00Z,8183.106818,35.3,2013-02-18,False
2013-02-18T07:30:00Z,8027.978664,35.4,2013-02-18,False
2013-02-18T08:00:00Z,7785.106294,34.4,2013-02-18,False
2013-02-18T08:30:00Z,7547.46708,34.0,2013-02-18,False
2013-02-18T09:00:00Z,7340.721404,33.4,2013-02-18,False
2013-02-18T09:30:00Z,7240.783568,32.9,2013-02-18,False
2013-02-25T01:00:00Z,7062.082384,27.4,2013-02-25,False
2013-02-25T01:30:00Z,7242.256836,28.4,2013-02-25,False
2013-02-25T02:00:00Z,7403.356664,28.6,2013-02-25,False
2013-02-25T02:30:00Z,7534.173742,27.1,2013-02-25,False
2013-02-25T03:00:00Z,7656.3609,26.8,2013-02-25,False
2013-02-25T03:30:00Z,7723.634372,27.4,2013-02-25,False
2013-02-25T04:00:00Z,7728.86593,27.1,2013-02-25,False
2013-02-25T04:30:00Z,7742.538488,27.6,2013-02-25,False
2013-02-25T05:00:00Z,7778.179448,26.3,2013-02-25,False
2013-03-05T05:00:00Z,7153.670306,32.7,2013-03-05,False
2013-03-05T05:30:00Z,7280.80249,32.6,2013-03-05,False
2013-03-05T06:00:00Z,7292.66807,33.0,2013-03-05,False
2013-03-05T06:30:00Z,7249.891274,31.9,2013-03-05,False
2013-03-05T07:00:00Z,7027.813558,32.5,2013-03-05,False
2013-03-06T03:00:00Z,7119.02873,32.2,2013-03-06,False
2013-03-06T03:30:00Z,7226.171944,32.5,2013-03-06,False
2013-03-06T04:00:00Z,7262.075276,32.7,2013-03-06,False
2013-03-06T04:30:00Z,7448.078264,33.0,2013-03-06,False
2013-03-06T05:00:00Z,7587.634412,33.3,2013-03-06,False
2013-03-06T05:30:00Z,7742.62353,32.8,2013-03-06,False
2013-03-06T06:00:00Z,7812.098526,32.9,2013-03-06,False
2013-03-06T06:30:00Z,7741.631164,33.3,2013-03-06,False
2013-03-06T07:00:00Z,7508.91247,32.8,2013-03-06,False
2013-03-06T07:30:00Z,7363.448948,32.8,2013-03-06,False
2013-03-06T08:00:00Z,7107.686808,32.1,2013-03-06,False
2013-03-07T01:00:00Z,7100.00895,33.1,2013-03-07,False
2013-03-07T01:30:00Z,7241.0772,33.6,2013-03-07,False
2013-03-07T02:00:00Z,7402.379996,34.3,2013-03-07,False
2013-03-07T02:30:00Z,7546.307278,34.2,2013-03-07,False
2013-03-07T03:00:00Z,7708.69501,34.7,2013-03-07,False
2013-03-07T03:30:00Z,7814.277554,33.2,2013-03-07,False
2013-03-07T04:00:00Z,7856.281572,33.9,2013-03-07,False
2013-03-07T04:30:00Z,7964.841154,34.1,2013-03-07,False
2013-03-07T05:00:00Z,8094.937926,34.2,2013-03-07,False
2013-03-07T05:30:00Z,8130.72941,33.9,2013-03-07,False
2013-03-07T06:00:00Z,8066.9999,33.6,2013-03-07,False
2013-03-07T06:30:00Z,7932.715962,33.0,2013-03-07,False
2013-03-07T07:00:00Z,7660.10547,31.2,2013-03-07,False
2013-03-07T07:30:00Z,7404.328026,29.8,2013-03-07,False
2013-03-07T08:00:00Z,7129.275596,28.7,2013-03-07,False
2013-03-08T02:00:00Z,7134.193092,30.1,2013-03-08,False
2013-03-08T02:30:00Z,7290.67803,30.5,2013-03-08,False
2013-03-08T03:00:00Z,7433.03468,29.5,2013-03-08,False
2013-03-08T03:30:00Z,7558.44453,30.9,2013-03-08,False
2013-03-08T04:00:00Z,7643.94712,31.4,2013-03-08,False
2013-03-08T04:30:00Z,7759.38119,31.7,2013-03-08,False
2013-03-08T05:00:00Z,7913.061612,32.2,2013-03-08,False
2013-03-08T05:30:00Z,7969.214186,31.7,2013-03-08,False
2013-03-08T06:00:00Z,7982.67683,32.4,2013-03-08,False
2013-03-08T06:30:00Z,7898.266076,32.7,2013-03-08,False
2013-03-08T07:00:00Z,7644.630116,30.7,2013-03-08,False
2013-03-08T07:30:00Z,7414.389088,30.8,2013-03-08,False
2013-03-08T08:00:00Z,7146.561808,31.5,2013-03-08,False
2013-03-08T08:30:00Z,7009.18291,31.9,2013-03-08,False
2013-03-11T04:30:00Z,7096.361006,35.5,2013-03-11,True
2013-03-11T05:00:00Z,7235.578038,36.3,2013-03-11,True
2013-03-11T05:30:00Z,7422.67848,36.1,2013-03-11,True
2013-03-11T06:00:00Z,7492.171704,36.2,2013-03-11,True
2013-03-11T06:30:00Z,7523.53595,35.9,2013-03-11,True
2013-03-11T07:00:00Z,7424.71557,36.0,2013-03-11,True
2013-03-11T07:30:00Z,7308.574072,34.8,2013-03-11,True
2013-03-11T08:00:00Z,7103.050318,34.0,2013-03-11,True
2013-03-12T00:00:00Z,7187.30703,30.7,2013-03-12,False
2013-03-12T00:30:00Z,7385.543084,31.5,2013-03-12,False
2013-03-12T01:00:00Z,7582.615796,31.9,2013-03-12,False
2013-03-12T01:30:00Z,7794.067714,32.8,2013-03-12,False
2013-03-12T02:00:00Z,7998.805812,34.2,2013-03-12,False
2013-03-12T02:30:00Z,8164.41466,34.0,2013-03-12,False
2013-03-12T03:00:00Z,8282.687992,34.3,2013-03-12,False
2013-03-12T03:30:00Z,8389.515924,35.0,2013-03-12,False
2013-03-12T04:00:00Z,8467.207234,35.0,2013-03-12,False
2013-03-12T04:30:00Z,8558.34072,35.2,2013-03-12,False
2013-03-12T05:00:00Z,8751.949008,35.3,2013-03-12,False
2013-03-12T05:30:00Z,8882.93302,36.0,2013-03-12,False
2013-03-12T06:00:00Z,8897.406016,35.5,2013-03-12,False
2013-03-12T06:30:00Z,8786.874836,35.7,2013-03-12,False
2013-03-12T07:00:00Z,8588.795464,35.3,2013-03-12,False
2013-03-12T07:30:00Z,8418.353054,34.9,2013-03-12,False
2013-03-12T08:00:00Z,8146.614534,34.3,2013-03-12,False
2013-03-12T08:30:00Z,7970.808692,33.8,2013-03-12,False
2013-03-12T09:00:00Z,7818.990376,33.2,2013-03-12,False
2013-03-12T09:30:00Z,7602.74075,32.7,2013-03-12,False
2013-03-12T10:00:00Z,7265.650158,32.1,2013-03-12,False
2013-03-27T03:30:00Z,7043.378962,33.8,2013-03-27,False
2013-03-27T04:00:00Z,7105.957544,34.1,2013-03-27,False
2013-03-27T04:30:00Z,7181.486614,34.4,2013-03-27,False
2013-03-27T05:00:00Z,7317.92957,35.1,2013-03-27,False
2013-03-27T05:30:00Z,7408.46588,35.3,2013-03-27,False
2013-03-27T06:00:00Z,7345.308842,35.4,2013-03-27,False
2013-03-27T06:30:00Z,7177.140126,35.0,2013-03-27,False
2013-12-02T04:30:00Z,7075.165756,34.1,2013-12-02,False
2013-12-02T05:00:00Z,7248.522688,34.9,2013-12-02,False
2013-12-02T05:30:00Z,7345.166664,35.4,2013-12-02,False
2013-12-02T06:00:00Z,7313.048048,35.3,2013-12-02,False
2013-12-02T06:30:00Z,7166.209594,35.1,2013-12-02,False
2013-12-19T01:30:00Z,7176.449684,37.4,2013-12-19,False
2013-12-19T02:00:00Z,7336.8093,37.6,2013-12-19,False
2013-12-19T02:30:00Z,7484.161832,38.7,2013-12-19,False
2013-12-19T03:00:00Z,7636.53353,39.3,2013-12-19,False
2013-12-19T03:30:00Z,7758.533066,39.0,2013-12-19,False
2013-12-19T04:00:00Z,7855.253476,39.0,2013-12-19,False
2013-12-19T04:30:00Z,7960.174556,39.1,2013-12-19,False
2013-12-19T05:00:00Z,8096.971196,39.1,2013-12-19,False
2013-12-19T05:30:00Z,8155.540908,39.0,2013-12-19,False
2013-12-19T06:00:00Z,8104.955186,37.2,2013-12-19,False
2013-12-19T06:30:00Z,8047.387436,37.7,2013-12-19,False
2013-12-19T07:00:00Z,7862.595782,35.4,2013-12-19,False
2013-12-19T07:30:00Z,7696.676112,34.8,2013-12-19,False
2013-12-19T08:00:00Z,7479.143242,32.8,2013-12-19,False
2013-12-19T08:30:00Z,7228.783084,31.3,2013-12-19,False
2014-01-10T05:30:00Z,7019.610498,33.4,2014-01-10,False
2014-01-10T06:00:00Z,7037.339106,33.9,2014-01-10,False
2014-01-10T06:30:00Z,7031.995738,34.0,2014-01-10,False
2014-01-13T05:30:00Z,7101.948996,29.9,2014-01-13,False
2014-01-13T06:00:00Z,7193.651984,30.0,2014-01-13,False
2014-01-13T06:30:00Z,7219.620338,29.7,2014-01-13,False
2014-01-13T07:00:00Z,7117.700828,30.0,2014-01-13,False
2014-01-13T07:30:00Z,7072.260744,28.9,2014-01-13,False
2014-01-13T23:30:00Z,7108.011652,35.5,2014-01-14,False
2014-01-14T00:00:00Z,7365.814368,36.3,2014-01-14,False
2014-01-14T00:30:00Z,7646.293276,37.3,2014-01-14,False
2014-01-14T01:00:00Z,7865.123048,37.7,2014-01-14,False
2014-01-14T01:30:00Z,8081.805538,38.6,2014-01-14,False
2014-01-14T02:00:00Z,8281.299776,39.6,2014-01-14,False
2014-01-14T02:30:00Z,8436.11171,40.3,2014-01-14,False
2014-01-14T03:00:00Z,8555.179324,40.9,2014-01-14,False
2014-01-14T03:30:00Z,8637.256826,40.8,2014-01-14,False
2014-01-14T04:00:00Z,8727.28768,41.1,2014-01-14,False
2014-01-14T04:30:00Z,8861.15585,41.4,2014-01-14,False
2014-01-14T05:00:00Z,8970.305342,42.4,2014-01-14,False
2014-01-14T05:30:00Z,9090.553034,42.2,2014-01-14,False
2014-01-14T06:00:00Z,9107.072566,42.0,2014-01-14,False
2014-01-14T06:30:00Z,9073.337732,41.9,2014-01-14,False
2014-01-14T07:00:00Z,8915.367272,41.6,2014-01-14,False
2014-01-14T07:30:00Z,8853.661228,41.1,2014-01-14,False
2014-01-14T08:00:00Z,8617.664138,40.7,2014-01-14,False
2014-01-14T08:30:00Z,8431.504682,40.5,2014-01-14,False
2014-01-14T09:00:00Z,8207.660618,36.8,2014-01-14,False
2014-01-14T09:30:00Z,8086.467752,35.9,2014-01-14,False
2014-01-14T10:00:00Z,7957.97525,35.9,2014-01-14,False
2014-01-14T10:30:00Z,7636.912388,36.4,2014-01-14,False
2014-01-14T11:00:00Z,7176.14631,35.5,2014-01-14,False
2014-01-14T21:30:00Z,7182.95852,33.4,2014-01-15,False
2014-01-14T22:00:00Z,7498.85556,35.2,2014-01-15,False
2014-01-14T22:30:00Z,7766.43008,36.2,2014-01-15,False
2014-01-14T23:00:00Z,7951.284914,37.1,2014-01-15,False
2014-01-14T23:30:00Z,8108.040656,36.2,2014-01-15,False
2014-01-15T00:00:00Z,8360.792914,37.8,2014-01-15,False
2014-01-15T00:30:00Z,8556.773432,37.5,2014-01-15,False
2014-01-15T01:00:00Z,8698.237038,38.6,2014-01-15,False
2014-01-15T01:30:00Z,8838.070052,40.2,2014-01-15,False
2014-01-15T02:00:00Z,8956.461248,39.7,2014-01-15,False
2014-01-15T02:30:00Z,9042.728714,41.5,2014-01-15,False
2014-01-15T03:00:00Z,9096.485062,41.2,2014-01-15,False
2014-01-15T03:30:00Z,9130.034244,39.3,2014-01-15,False
2014-01-15T04:00:00Z,9131.37259,37.8,2014-01-15,False
2014-01-15T04:30:00Z,9177.818776,37.3,2014-01-15,False
2014-01-15T05:00:00Z,9177.872914,38.1,2014-01-15,False
2014-01-15T05:30:00Z,9168.625516,36.5,2014-01-15,False
2014-01-15T06:00:00Z,9080.668122,35.6,2014-01-15,False
2014-01-15T06:30:00Z,8996.730262,35.2,2014-01-15,False
2014-01-15T07:00:00Z,8709.87007,33.4,2014-01-15,False
2014-01-15T07:30:00Z,8501.75363,32.1,2014-01-15,False
2014-01-15T08:00:00Z,8198.883992,30.8,2014-01-15,False
2014-01-15T08:30:00Z,7991.735696,31.6,2014-01-15,False
2014-01-15T09:00:00Z,7712.494868,29.0,2014-01-15,False
2014-01-15T09:30:00Z,7520.815342,30.2,2014-01-15,False
2014-01-15T10:00:00Z,7348.328248,29.0,2014-01-15,False
2014-01-15T10:30:00Z,7068.129308,27.7,2014-01-15,False
2014-01-15T22:00:00Z,7280.78583,31.8,2014-01-16,False
2014-01-15T22:30:00Z,7595.484692,33.2,2014-01-16,False
2014-01-15T23:00:00Z,7902.904904,34.8,2014-01-16,False
2014-01-15T23:30:00Z,8177.012966,36.7,2014-01-16,False
2014-01-16T00:00:00Z,8387.696846,38.5,2014-01-16,False
2014-01-16T00:30:00Z,8580.081918,39.2,2014-01-16,False
2014-01-16T01:00:00Z,8749.838834,40.0,2014-01-16,False
2014-01-16T01:30:00Z,8923.410284,39.8,2014-01-16,False
2014-01-16T02:00:00Z,9036.792124,40.9,2014-01-16,False
2014-01-16T02:30:00Z,9068.050928,41.3,2014-01-16,False
2014-01-16T03:00:00Z,9079.125954,41.8,2014-01-16,False
2014-01-16T03:30:00Z,9148.799978,41.8,2014-01-16,False
2014-01-16T04:00:00Z,9195.59493,43.2,2014-01-16,False
2014-01-16T04:30:00Z,9231.626954,42.3,2014-01-16,False
2014-01-16T05:00:00Z,9276.271638,41.2,2014-01-16,False
2014-01-16T05:30:00Z,9338.16312,38.6,2014-01-16,False
2014-01-16T06:00:00Z,9345.004346,38.8,2014-01-16,False
2014-01-16T06:30:00Z,9281.08847,40.7,2014-01-16,False
2014-01-16T07:00:00Z,9111.896422,41.0,2014-01-16,False
2014-01-16T07:30:00Z,8900.662,40.6,2014-01-16,False
2014-01-16T08:00:00Z,8652.57894,38.5,2014-01-16,False
2014-01-16T08:30:00Z,8458.72124,37.4,2014-01-16,False
